categoryid,parentid,root_category,depth_level,path,is_root,is_leaf,total_views,total_carts,total_purchases,unique_visitors,unique_items,view_to_cart_rate,cart_to_purchase_rate,category_cvr,cart_abandonment_rate,outofstock_items,outofstock_views,traffic_rank,cvr_rank
224,1487,140,3,140 > 920 > 1487 > 224,0,1,2926,181,82,1769,300,6.1859,45.3039,2.8025,54.6961,251,1349,202,39
1573,14,1600,3,1600 > 1684 > 14 > 1573,0,1,2911,74,25,1710,140,2.5421,33.7838,0.8588,66.2162,125,1311,203,342
1634,143,1482,2,1482 > 143 > 1634,0,1,2909,88,23,2140,353,3.0251,26.1364,0.7906,73.8636,281,1735,204,374
414,206,1532,3,1532 > 986 > 206 > 414,0,1,2892,225,48,1837,455,7.7801,21.3333,1.6598,78.6667,385,1847,205,126
160,605,1482,2,1482 > 605 > 160,0,1,2855,69,16,1935,235,2.4168,23.1884,0.5604,76.8116,194,2185,206,483
1090,648,1600,4,1600 > 872 > 1313 > 648 > 1090,0,1,2849,32,10,1820,74,1.1232,31.2500,0.3510,68.7500,39,1174,207,570
1605,1531,1482,2,1482 > 1531 > 1605,0,1,2846,47,21,1865,207,1.6514,44.6809,0.7379,55.3191,155,1389,208,399
911,1531,1482,2,1482 > 1531 > 911,0,1,2834,62,5,1708,310,2.1877,8.0645,0.1764,91.9355,221,1271,209,629
1390,121,140,3,140 > 540 > 121 > 1390,0,1,2825,97,41,1897,144,3.4336,42.2680,1.4513,57.7320,129,2032,210,167
94,1330,653,3,653 > 1110 > 1330 > 94,0,1,2816,22,6,2026,48,0.7813,27.2727,0.2131,72.7273,42,2484,211,621
337,653,653,1,653 > 337,0,1,2782,101,25,1556,250,3.6305,24.7525,0.8986,75.2475,235,2336,212,332
1191,61,140,2,140 > 61 > 1191,0,1,2752,327,78,1751,318,11.8823,23.8532,2.8343,76.1468,218,1050,213,38
1373,872,1600,2,1600 > 872 > 1373,0,1,2743,162,60,1696,245,5.9059,37.0370,2.1874,62.9630,156,977,214,72
1403,440,1224,2,1224 > 440 > 1403,0,1,2719,101,43,1365,156,3.7146,42.5743,1.5815,57.4257,113,1768,215,143
860,1515,140,3,140 > 540 > 1515 > 860,0,1,2714,93,33,1662,186,3.4267,35.4839,1.2159,64.5161,137,1657,216,228
302,1458,140,3,140 > 384 > 1458 > 302,0,1,2705,135,36,1412,200,4.9908,26.6667,1.3309,73.3333,136,1031,217,198
1070,1423,791,2,791 > 1423 > 1070,0,1,2700,77,32,1549,1192,2.8519,41.5584,1.1852,58.4416,516,1017,218,239
847,101,653,3,653 > 312 > 101 > 847,0,1,2694,41,18,1516,38,1.5219,43.9024,0.6682,56.0976,31,1922,219,428
1679,893,395,3,395 > 1615 > 893 > 1679,0,1,2688,33,7,1553,162,1.2277,21.2121,0.2604,78.7879,128,1056,220,602
718,622,653,3,653 > 312 > 622 > 718,0,1,2680,31,7,1775,87,1.1567,22.5806,0.2612,77.4194,52,1075,221,601
1320,879,1482,2,1482 > 879 > 1320,0,1,2667,90,9,1910,383,3.3746,10.0000,0.3375,90.0000,367,2368,222,577
816,623,1482,3,1482 > 381 > 623 > 816,0,1,2667,31,9,1839,162,1.1624,29.0323,0.3375,70.9677,135,2134,222,577
1091,573,1600,4,1600 > 872 > 252 > 573 > 1091,0,1,2666,113,33,1560,201,4.2386,29.2035,1.2378,70.7965,154,1630,224,217
572,1066,1532,3,1532 > 293 > 1066 > 572,0,1,2656,111,50,1897,339,4.1792,45.0450,1.8825,54.9550,288,1580,225,99
1338,1278,395,2,395 > 1278 > 1338,0,1,2602,56,20,1745,547,2.1522,35.7143,0.7686,64.2857,435,1553,226,386
987,1426,1482,2,1482 > 1426 > 987,0,1,2599,58,15,1581,129,2.2316,25.8621,0.5771,74.1379,109,1495,227,473
1078,1249,1482,2,1482 > 1249 > 1078,0,1,2590,46,4,1720,332,1.7761,8.6957,0.1544,91.3043,327,2434,228,634
1171,938,1532,3,1532 > 986 > 938 > 1171,0,1,2590,109,7,1942,426,4.2085,6.4220,0.2703,93.5780,389,1990,228,598
1253,127,653,3,653 > 312 > 127 > 1253,0,1,2585,90,29,1515,180,3.4816,32.2222,1.1219,67.7778,131,1216,230,252
1574,1257,395,2,395 > 1257 > 1574,0,1,2583,64,19,1749,303,2.4777,29.6875,0.7356,70.3125,270,1665,231,401
173,788,1490,2,1490 > 788 > 173,0,1,2582,37,1,1858,1237,1.4330,2.7027,0.0387,97.2973,975,1774,232,653
386,1095,140,3,140 > 409 > 1095 > 386,0,1,2574,59,24,1549,85,2.2922,40.6780,0.9324,59.3220,68,1761,233,321
366,143,1482,2,1482 > 143 > 366,0,1,2568,104,28,1458,187,4.0498,26.9231,1.0903,73.0769,69,401,234,261
53,1202,653,2,653 > 1202 > 53,0,1,2548,82,31,1704,183,3.2182,37.8049,1.2166,62.1951,120,1059,235,227
390,1546,1224,3,1224 > 1443 > 1546 > 390,0,1,2548,115,67,1131,203,4.5133,58.2609,2.6295,41.7391,116,1244,235,46
1623,1066,1532,3,1532 > 293 > 1066 > 1623,0,1,2542,63,32,1848,313,2.4784,50.7937,1.2589,49.2063,265,1380,237,212
1616,827,140,3,140 > 920 > 827 > 1616,0,1,2532,75,28,1850,107,2.9621,37.3333,1.1058,62.6667,95,1700,238,258
494,768,653,2,653 > 768 > 494,0,1,2507,14,6,1682,142,0.5584,42.8571,0.2393,57.1429,131,2287,239,610
230,1424,679,2,679 > 1424 > 230,0,1,2497,85,32,1678,85,3.4041,37.6471,1.2815,62.3529,74,1819,240,206
1642,121,140,3,140 > 540 > 121 > 1642,0,1,2485,107,42,1492,46,4.3058,39.2523,1.6901,60.7477,24,796,241,121
1302,1600,1600,1,1600 > 1302,0,1,2484,108,61,1483,108,4.3478,56.4815,2.4557,43.5185,42,619,242,56
927,605,1482,2,1482 > 605 > 927,0,1,2457,26,11,1705,151,1.0582,42.3077,0.4477,57.6923,130,1710,243,533
1049,1606,1600,3,1600 > 1684 > 1606 > 1049,0,1,2449,37,10,1514,154,1.5108,27.0270,0.4083,72.9730,142,1483,244,547
1282,25,1490,2,1490 > 25 > 1282,0,1,2442,19,5,1819,335,0.7781,26.3158,0.2048,73.6842,323,2033,245,624
509,110,1698,2,1698 > 110 > 509,0,1,2428,200,41,1155,58,8.2372,20.5000,1.6886,79.5000,53,1767,246,122
1498,580,1600,3,1600 > 1684 > 580 > 1498,0,1,2416,65,26,1438,121,2.6904,40.0000,1.0762,60.0000,96,1604,247,267
703,1531,1482,2,1482 > 1531 > 703,0,1,2414,32,6,1393,129,1.3256,18.7500,0.2486,81.2500,104,1279,248,608
979,1383,140,3,140 > 409 > 1383 > 979,0,1,2408,38,11,1499,63,1.5781,28.9474,0.4568,71.0526,28,768,249,530
704,1426,1482,2,1482 > 1426 > 704,0,1,2404,41,7,1733,142,1.7055,17.0732,0.2912,82.9268,121,1417,250,593
316,605,1482,2,1482 > 605 > 316,0,1,2390,27,15,1562,236,1.1297,55.5556,0.6276,44.4444,222,1820,251,446
1293,1323,395,3,395 > 1200 > 1323 > 1293,0,1,2382,78,34,1666,7,3.2746,43.5897,1.4274,56.4103,7,2382,252,172
3,1281,653,3,653 > 312 > 1281 > 3,0,1,2375,58,15,1552,246,2.4421,25.8621,0.6316,74.1379,173,880,253,443
637,92,653,2,653 > 92 > 637,0,1,2370,65,30,1358,400,2.7426,46.1538,1.2658,53.8462,276,961,254,210
1528,1426,1482,2,1482 > 1426 > 1528,0,1,2367,86,13,1367,287,3.6333,15.1163,0.5492,84.8837,253,1475,255,487
1364,933,1224,2,1224 > 933 > 1364,0,1,2366,58,28,1362,98,2.4514,48.2759,1.1834,51.7241,30,320,256,240
895,1499,653,3,653 > 351 > 1499 > 895,0,1,2338,50,27,1360,87,2.1386,54.0000,1.1548,46.0000,79,2230,257,246
1454,1596,653,2,653 > 1596 > 1454,0,1,2336,58,24,1380,150,2.4829,41.3793,1.0274,58.6207,112,1630,258,282
1409,1174,1532,3,1532 > 107 > 1174 > 1409,0,1,2327,70,32,1552,169,3.0082,45.7143,1.3752,54.2857,118,1249,259,183
808,1272,140,3,140 > 164 > 1272 > 808,0,1,2314,102,61,1121,151,4.4080,59.8039,2.6361,40.1961,80,682,260,44
1339,1534,140,3,140 > 540 > 1534 > 1339,0,1,2277,42,12,1351,62,1.8445,28.5714,0.5270,71.4286,41,1217,261,504
437,92,653,2,653 > 92 > 437,0,1,2247,63,29,1093,205,2.8037,46.0317,1.2906,53.9683,82,821,262,204
684,1041,1600,4,1600 > 872 > 1313 > 1041 > 684,0,1,2235,103,36,1054,82,4.6085,34.9515,1.6107,65.0485,55,762,263,137
57,314,140,3,140 > 164 > 314 > 57,0,1,2229,128,150,946,66,5.7425,117.1875,6.7295,-17.1875,24,234,264,6
862,1667,140,3,140 > 409 > 1667 > 862,0,1,2203,69,29,1399,90,3.1321,42.0290,1.3164,57.9710,63,564,265,200
741,362,431,2,431 > 362 > 741,0,1,2196,0,0,1599,538,0.0000,,0.0000,,538,2196,266,654
82,1125,1532,3,1532 > 113 > 1125 > 82,0,1,2188,13,2,1746,21,0.5941,15.3846,0.0914,84.6154,14,1971,267,649
1645,1534,140,3,140 > 540 > 1534 > 1645,0,1,2188,84,30,1431,221,3.8391,35.7143,1.3711,64.2857,171,1279,267,186
561,395,395,1,395 > 561,0,0,2179,0,0,1833,317,0.0000,,0.0000,,317,2179,269,654
626,955,140,3,140 > 384 > 955 > 626,0,1,2167,32,8,1384,72,1.4767,25.0000,0.3692,75.0000,60,1420,270,562
1113,1145,1532,3,1532 > 113 > 1145 > 1113,0,1,2162,97,42,1178,437,4.4866,43.2990,1.9426,56.7010,291,1063,271,90
1213,955,140,3,140 > 384 > 955 > 1213,0,1,2136,31,1,1325,66,1.4513,3.2258,0.0468,96.7742,60,1930,272,652
373,340,140,4,140 > 540 > 745 > 340 > 373,0,1,2123,54,20,1425,52,2.5436,37.0370,0.9421,62.9630,27,1020,273,318
451,945,653,2,653 > 945 > 451,0,1,2122,57,8,1062,76,2.6861,14.0351,0.3770,85.9649,69,1553,274,558
1305,1214,653,3,653 > 1202 > 1214 > 1305,0,1,2120,243,39,992,64,11.4623,16.0494,1.8396,83.9506,28,689,275,105
1240,1546,1224,3,1224 > 1443 > 1546 > 1240,0,1,2114,75,15,1024,128,3.5478,20.0000,0.7096,80.0000,62,829,276,413
176,713,395,3,395 > 1615 > 713 > 176,0,1,2112,39,10,1271,277,1.8466,25.6410,0.4735,74.3590,203,1055,277,527
1646,114,1224,3,1224 > 1443 > 114 > 1646,0,1,2112,87,26,1056,202,4.1193,29.8851,1.2311,70.1149,133,1374,277,220
833,901,679,2,679 > 901 > 833,0,1,2109,97,42,1457,256,4.5993,43.2990,1.9915,56.7010,200,1155,279,85
1480,1398,1482,2,1482 > 1398 > 1480,0,1,2105,26,16,1570,182,1.2352,61.5385,0.7601,38.4615,125,1234,280,390
694,561,395,2,395 > 561 > 694,0,1,2095,85,25,1458,31,4.0573,29.4118,1.1933,70.5882,24,1369,281,236
202,1008,679,3,679 > 1424 > 1008 > 202,0,1,2089,60,25,1358,60,2.8722,41.6667,1.1967,58.3333,43,673,282,234
1022,252,1600,3,1600 > 872 > 252 > 1022,0,1,2070,41,11,1274,135,1.9807,26.8293,0.5314,73.1707,128,1513,283,498
374,131,140,3,140 > 1486 > 131 > 374,0,1,2068,49,17,1367,284,2.3694,34.6939,0.8221,65.3061,262,1268,284,362
299,73,653,3,653 > 1202 > 73 > 299,0,1,2067,36,17,1222,36,1.7417,47.2222,0.8224,52.7778,24,272,285,361
292,1426,1482,2,1482 > 1426 > 292,0,1,2063,40,11,1266,53,1.9389,27.5000,0.5332,72.5000,32,755,286,497
1434,1136,140,3,140 > 61 > 1136 > 1434,0,1,2051,32,11,1468,106,1.5602,34.3750,0.5363,65.6250,84,1281,287,494
486,25,1490,2,1490 > 25 > 486,0,1,1999,38,6,1290,76,1.9010,15.7895,0.3002,84.2105,62,1040,288,592
1255,587,791,2,791 > 587 > 1255,0,1,1983,91,18,965,783,4.5890,19.7802,0.9077,80.2198,313,762,289,330
972,1249,1482,2,1482 > 1249 > 972,0,1,1975,164,74,1040,106,8.3038,45.1220,3.7468,54.8780,45,294,290,17
398,1323,395,3,395 > 1200 > 1323 > 398,0,1,1966,102,47,1325,8,5.1882,46.0784,2.3906,53.9216,6,533,291,62
396,164,140,2,140 > 164 > 396,0,1,1959,40,16,1098,203,2.0419,40.0000,0.8167,60.0000,135,1084,292,365
158,1621,395,2,395 > 1621 > 158,0,1,1947,11,4,1420,215,0.5650,36.3636,0.2054,63.6364,214,1824,293,623
279,777,140,3,140 > 920 > 777 > 279,0,1,1945,77,37,1273,198,3.9589,48.0519,1.9023,51.9481,153,886,294,97
1087,622,653,3,653 > 312 > 622 > 1087,0,1,1943,32,15,1284,91,1.6469,46.8750,0.7720,53.1250,68,809,295,383
1429,593,1482,2,1482 > 593 > 1429,0,1,1941,33,11,1239,142,1.7002,33.3333,0.5667,66.6667,124,1363,296,480
417,1215,679,3,679 > 1424 > 1215 > 417,0,1,1914,205,82,987,92,10.7106,40.0000,4.2842,60.0000,47,826,297,14
1256,879,1482,2,1482 > 879 > 1256,0,1,1909,51,8,1290,166,2.6716,15.6863,0.4191,84.3137,107,1286,298,544
1043,226,1532,3,1532 > 107 > 226 > 1043,0,1,1893,66,63,1241,217,3.4865,95.4545,3.3281,4.5455,131,767,299,24
1407,713,395,3,395 > 1615 > 713 > 1407,0,1,1893,51,19,1145,85,2.6941,37.2549,1.0037,62.7451,68,1049,299,290
1598,229,140,4,140 > 540 > 1028 > 229 > 1598,0,1,1886,74,23,1048,59,3.9236,31.0811,1.2195,68.9189,37,603,301,225
487,1141,1600,3,1600 > 55 > 1141 > 487,0,1,1880,115,29,1017,61,6.1170,25.2174,1.5426,74.7826,35,492,302,149
1544,679,679,1,679 > 1544,0,1,1864,36,14,1256,41,1.9313,38.8889,0.7511,61.1111,36,1134,303,392
1054,520,1600,4,1600 > 1684 > 1606 > 520 > 1054,0,1,1862,39,12,1263,131,2.0945,30.7692,0.6445,69.2308,105,1123,304,440
1151,781,1600,4,1600 > 1684 > 580 > 781 > 1151,0,1,1861,106,34,997,123,5.6959,32.0755,1.8270,67.9245,67,595,305,107
47,381,1482,2,1482 > 381 > 47,0,0,1859,109,25,1089,123,5.8634,22.9358,1.3448,77.0642,84,895,306,195
469,1383,140,3,140 > 409 > 1383 > 469,0,1,1846,59,19,1224,126,3.1961,32.2034,1.0293,67.7966,107,697,307,281
473,1058,140,3,140 > 61 > 1058 > 473,0,1,1828,64,35,1199,117,3.5011,54.6875,1.9147,45.3125,85,999,308,92
606,810,378,2,378 > 810 > 606,0,1,1823,40,11,1295,181,2.1942,27.5000,0.6034,72.5000,172,1163,309,460
1580,441,378,3,378 > 727 > 441 > 1580,0,1,1805,6,2,1497,241,0.3324,33.3333,0.1108,66.6667,233,1668,310,646
924,1416,378,2,378 > 1416 > 924,0,1,1803,18,4,1310,286,0.9983,22.2222,0.2219,77.7778,262,1461,311,617
807,620,140,4,140 > 540 > 1515 > 620 > 807,0,1,1802,112,31,997,50,6.2153,27.6786,1.7203,72.3214,6,165,312,119
470,520,1600,4,1600 > 1684 > 1606 > 520 > 470,0,1,1786,106,51,1044,59,5.9351,48.1132,2.8555,51.8868,43,496,313,35
1040,1516,1600,4,1600 > 287 > 265 > 1516 > 1040,0,1,1775,129,44,972,196,7.2676,34.1085,2.4789,65.8915,157,1093,314,54
1295,9,653,3,653 > 351 > 9 > 1295,0,1,1769,21,8,990,40,1.1871,38.0952,0.4522,61.9048,37,917,315,531
1603,520,1600,4,1600 > 1684 > 1606 > 520 > 1603,0,1,1765,68,20,963,218,3.8527,29.4118,1.1331,70.5882,189,1184,316,250
1535,727,378,2,378 > 727 > 1535,0,1,1742,18,9,1223,259,1.0333,50.0000,0.5166,50.0000,235,1364,317,511
1286,854,1482,2,1482 > 854 > 1286,0,1,1736,284,57,975,303,16.3594,20.0704,3.2834,79.9296,221,692,318,27
1595,1673,1224,2,1224 > 1673 > 1595,0,1,1712,54,20,838,166,3.1542,37.0370,1.1682,62.9630,75,840,319,242
1441,1566,1224,2,1224 > 1566 > 1441,0,1,1702,87,26,854,256,5.1116,29.8851,1.5276,70.1149,102,903,320,150
445,1308,140,3,140 > 1519 > 1308 > 445,0,1,1698,47,13,1016,42,2.7680,27.6596,0.7656,72.3404,27,443,321,388
185,131,140,3,140 > 1486 > 131 > 185,0,1,1657,39,9,1022,44,2.3537,23.0769,0.5432,76.9231,26,750,322,492
1103,1368,140,3,140 > 540 > 1368 > 1103,0,1,1653,78,44,1067,99,4.7187,56.4103,2.6618,43.5897,83,1241,323,43
320,854,1482,2,1482 > 854 > 320,0,1,1632,197,26,946,245,12.0711,13.1980,1.5931,86.8020,165,745,324,140
416,1299,1532,2,1532 > 1299 > 416,0,1,1613,21,18,1191,166,1.3019,85.7143,1.1159,14.2857,149,1028,325,255
452,561,395,2,395 > 561 > 452,0,1,1607,26,2,1320,120,1.6179,7.6923,0.1245,92.3077,113,1449,326,639
725,1519,140,2,140 > 1519 > 725,0,1,1603,47,22,1045,68,2.9320,46.8085,1.3724,53.1915,58,1173,327,185
1447,351,653,2,653 > 351 > 1447,0,1,1590,13,4,1175,131,0.8176,30.7692,0.2516,69.2308,125,1056,328,606
737,854,1482,2,1482 > 854 > 737,0,1,1580,18,5,1049,106,1.1392,27.7778,0.3165,72.2222,78,800,329,585
392,1202,653,2,653 > 1202 > 392,0,1,1576,33,5,863,74,2.0939,15.1515,0.3173,84.8485,61,1339,330,583
516,1031,395,3,395 > 1200 > 1031 > 516,0,1,1548,34,12,1017,126,2.1964,35.2941,0.7752,64.7059,83,701,331,379
208,33,1224,2,1224 > 33 > 208,0,1,1526,76,35,977,479,4.9803,46.0526,2.2936,53.9474,341,996,332,65
884,127,653,3,653 > 312 > 127 > 884,0,1,1514,32,11,909,84,2.1136,34.3750,0.7266,65.6250,64,618,333,407
474,903,1452,2,1452 > 903 > 474,0,1,1513,0,0,1314,90,0.0000,,0.0000,,90,1513,334,654
387,1621,395,2,395 > 1621 > 387,0,1,1510,28,12,1098,167,1.8543,42.8571,0.7947,57.1429,162,1324,335,371
533,1299,1532,2,1532 > 1299 > 533,0,1,1494,3,2,1255,50,0.2008,66.6667,0.1339,33.3333,49,1377,336,636
1254,520,1600,4,1600 > 1684 > 1606 > 520 > 1254,0,1,1493,72,31,1057,198,4.8225,43.0556,2.0764,56.9444,159,767,337,80
1280,605,1482,2,1482 > 605 > 1280,0,1,1485,49,18,1138,214,3.2997,36.7347,1.2121,63.2653,177,1029,338,229
1234,92,653,2,653 > 92 > 1234,0,1,1483,34,9,801,71,2.2927,26.4706,0.6069,73.5294,55,1028,339,459
1672,1251,653,3,653 > 312 > 1251 > 1672,0,1,1478,27,6,1034,49,1.8268,22.2222,0.4060,77.7778,37,1194,340,549
66,1430,140,3,140 > 61 > 1430 > 66,0,1,1473,24,11,1089,92,1.6293,45.8333,0.7468,54.1667,74,767,341,395
217,908,140,4,140 > 920 > 1487 > 908 > 217,0,1,1464,51,20,1015,259,3.4836,39.2157,1.3661,60.7843,241,1156,342,188
1003,61,140,2,140 > 61 > 1003,0,1,1461,21,5,1122,110,1.4374,23.8095,0.3422,76.1905,103,1175,343,576
493,1331,1600,4,1600 > 872 > 252 > 1331 > 493,0,1,1457,47,10,860,160,3.2258,21.2766,0.6863,78.7234,113,703,344,419
665,520,1600,4,1600 > 1684 > 1606 > 520 > 665,0,1,1446,58,33,913,54,4.0111,56.8966,2.2822,43.1034,38,593,345,67
774,620,140,4,140 > 540 > 1515 > 620 > 774,0,1,1439,37,16,904,71,2.5712,43.2432,1.1119,56.7568,60,766,346,257
343,1290,140,3,140 > 164 > 1290 > 343,0,1,1438,48,33,904,56,3.3380,68.7500,2.2949,31.2500,42,818,347,64
274,381,1482,2,1482 > 381 > 274,0,1,1419,42,12,832,73,2.9598,28.5714,0.8457,71.4286,58,1067,348,349
517,206,1532,3,1532 > 986 > 206 > 517,0,1,1407,17,5,1118,80,1.2082,29.4118,0.3554,70.5882,65,1031,349,568
1628,605,1482,2,1482 > 605 > 1628,0,1,1406,17,6,1142,163,1.2091,35.2941,0.4267,64.7059,122,968,350,540
1006,1546,1224,3,1224 > 1443 > 1546 > 1006,0,1,1406,37,7,895,88,2.6316,18.9189,0.4979,81.0811,51,504,350,520
1474,480,1532,3,1532 > 1299 > 480 > 1474,0,1,1375,48,22,809,242,3.4909,45.8333,1.6000,54.1667,204,644,352,139
596,799,140,3,140 > 920 > 799 > 596,0,1,1369,75,33,816,41,5.4785,44.0000,2.4105,56.0000,7,276,353,59
1011,745,140,3,140 > 540 > 745 > 1011,0,1,1365,54,27,926,99,3.9560,50.0000,1.9780,50.0000,75,847,354,88
1626,340,140,4,140 > 540 > 745 > 340 > 1626,0,1,1346,66,20,820,76,4.9034,30.3030,1.4859,69.6970,32,489,355,162
394,1041,1600,4,1600 > 872 > 1313 > 1041 > 394,0,1,1339,51,9,764,75,3.8088,17.6471,0.6721,82.3529,52,633,356,427
1142,485,250,3,250 > 1335 > 485 > 1142,0,1,1338,0,0,1144,830,0.0000,,0.0000,,830,1338,357,654
159,1028,140,3,140 > 540 > 1028 > 159,0,1,1318,31,10,930,21,2.3520,32.2581,0.7587,67.7419,12,731,358,391
1333,127,653,3,653 > 312 > 127 > 1333,0,1,1313,39,9,855,75,2.9703,23.0769,0.6855,76.9231,51,516,359,420
1639,1181,140,3,140 > 1486 > 1181 > 1639,0,1,1309,33,7,870,282,2.5210,21.2121,0.5348,78.7879,224,860,360,496
1599,709,1490,3,1490 > 25 > 709 > 1599,0,1,1307,27,15,861,34,2.0658,55.5556,1.1477,44.4444,22,427,361,247
1197,777,140,3,140 > 920 > 777 > 1197,0,1,1299,24,11,900,91,1.8476,45.8333,0.8468,54.1667,79,808,362,348
1462,893,395,3,395 > 1615 > 893 > 1462,0,1,1294,17,4,775,97,1.3138,23.5294,0.3091,76.4706,83,619,363,589
58,766,1532,3,1532 > 986 > 766 > 58,0,1,1292,1,1,1056,124,0.0774,100.0000,0.0774,0.0000,124,1292,364,651
464,143,1482,2,1482 > 143 > 464,0,1,1270,20,12,653,99,1.5748,60.0000,0.9449,40.0000,48,287,365,316
1069,362,431,2,431 > 362 > 1069,0,1,1269,0,0,790,311,0.0000,,0.0000,,311,1269,366,654
1607,593,1482,2,1482 > 593 > 1607,0,1,1268,29,6,844,141,2.2871,20.6897,0.4732,79.3103,120,910,367,528
450,1492,1532,3,1532 > 107 > 1492 > 450,0,1,1255,45,13,931,157,3.5857,28.8889,1.0359,71.1111,133,758,368,278
1237,623,1482,3,1482 > 381 > 623 > 1237,0,1,1254,17,4,861,131,1.3557,23.5294,0.3190,76.4706,116,921,369,582
944,950,1600,4,1600 > 872 > 426 > 950 > 944,0,1,1241,40,12,765,89,3.2232,30.0000,0.9670,70.0000,70,685,370,310
1387,933,1224,2,1224 > 933 > 1387,0,1,1238,47,28,643,271,3.7964,59.5745,2.2617,40.4255,68,301,371,68
331,1487,140,3,140 > 920 > 1487 > 331,0,1,1235,23,12,879,257,1.8623,52.1739,0.9717,47.8261,206,739,372,307
1554,1678,1698,2,1698 > 1678 > 1554,0,1,1228,69,35,719,145,5.6189,50.7246,2.8502,49.2754,142,998,373,37
1565,1481,1600,3,1600 > 287 > 1481 > 1565,0,1,1219,52,12,728,122,4.2658,23.0769,0.9844,76.9231,106,955,374,300
671,1426,1482,2,1482 > 1426 > 671,0,1,1218,64,12,791,136,5.2545,18.7500,0.9852,81.2500,115,632,375,298
869,679,679,1,679 > 869,0,1,1216,46,16,706,63,3.7829,34.7826,1.3158,65.2174,29,328,376,201
578,1278,395,2,395 > 1278 > 578,0,1,1216,34,16,679,173,2.7961,47.0588,1.3158,52.9412,94,278,376,201
1262,1658,1394,3,1394 > 418 > 1658 > 1262,0,1,1213,0,0,991,139,0.0000,,0.0000,,139,1213,378,654
1337,116,140,3,140 > 384 > 116 > 1337,0,1,1203,34,18,739,27,2.8263,52.9412,1.4963,47.0588,20,606,379,160
368,901,679,2,679 > 901 > 368,0,1,1201,38,19,766,85,3.1640,50.0000,1.5820,50.0000,64,627,380,142
1001,945,653,2,653 > 945 > 1001,0,1,1194,20,6,682,39,1.6750,30.0000,0.5025,70.0000,38,976,381,518
1366,1292,140,3,140 > 540 > 1292 > 1366,0,1,1185,77,35,722,196,6.4979,45.4545,2.9536,54.5455,130,498,382,33
678,250,250,1,250 > 678,0,1,1176,24,10,832,49,2.0408,41.6667,0.8503,58.3333,46,736,383,345
1652,1368,140,3,140 > 540 > 1368 > 1652,0,1,1168,35,12,757,108,2.9966,34.2857,1.0274,65.7143,90,591,384,282
381,1482,1482,1,1482 > 381,0,0,1165,28,7,803,101,2.4034,25.0000,0.6009,75.0000,74,356,385,462
1208,827,140,3,140 > 920 > 827 > 1208,0,1,1164,0,0,826,32,0.0000,,0.0000,,32,1164,386,654
1080,1281,653,3,653 > 312 > 1281 > 1080,0,1,1159,8,4,795,52,0.6903,50.0000,0.3451,50.0000,44,489,387,573
477,1596,653,2,653 > 1596 > 477,0,1,1140,4,0,720,16,0.3509,0.0000,0.0000,100.0000,12,616,388,654
446,593,1482,2,1482 > 593 > 446,0,1,1134,23,4,819,68,2.0282,17.3913,0.3527,82.6087,61,929,389,569
1690,593,1482,2,1482 > 593 > 1690,0,1,1125,27,5,838,148,2.4000,18.5185,0.4444,81.4815,118,823,390,534
1675,1550,1579,3,1579 > 359 > 1550 > 1675,0,1,1118,1,1,951,295,0.0894,100.0000,0.0894,0.0000,294,1104,391,650
1412,107,1532,2,1532 > 107 > 1412,0,1,1103,17,6,753,120,1.5413,35.2941,0.5440,64.7059,81,496,392,490
267,1566,1224,2,1224 > 1566 > 267,0,1,1103,51,22,616,190,4.6238,43.1373,1.9946,56.8627,83,442,392,84
1246,945,653,2,653 > 945 > 1246,0,1,1100,27,8,660,72,2.4545,29.6296,0.7273,70.3704,69,1003,394,406
349,777,140,3,140 > 920 > 777 > 349,0,1,1098,30,14,780,59,2.7322,46.6667,1.2750,53.3333,48,691,395,209
1130,1323,395,3,395 > 1200 > 1323 > 1130,0,1,1086,21,9,744,74,1.9337,42.8571,0.8287,57.1429,59,771,396,356
1530,879,1482,2,1482 > 879 > 1530,0,1,1081,19,7,751,131,1.7576,36.8421,0.6475,63.1579,107,718,397,439
997,187,1600,4,1600 > 872 > 1313 > 187 > 997,0,1,1073,43,13,633,66,4.0075,30.2326,1.2116,69.7674,56,696,398,230
1376,480,1532,3,1532 > 1299 > 480 > 1376,0,1,1068,42,27,844,134,3.9326,64.2857,2.5281,35.7143,115,945,399,48
617,131,140,3,140 > 1486 > 131 > 617,0,1,1068,31,11,731,217,2.9026,35.4839,1.0300,64.5161,187,770,399,280
1143,1424,679,2,679 > 1424 > 1143,0,1,1065,19,7,698,45,1.7840,36.8421,0.6573,63.1579,42,998,401,434
0,605,1482,2,1482 > 605 > 0,0,1,1049,58,12,814,95,5.5291,20.6897,1.1439,79.3103,69,815,402,248
371,1482,1482,1,1482 > 371,0,1,1046,48,6,715,130,4.5889,12.5000,0.5736,87.5000,107,817,403,475
1533,602,791,2,791 > 602 > 1533,0,1,1044,21,4,585,373,2.0115,19.0476,0.3831,80.9524,174,374,404,557
310,1139,679,2,679 > 1139 > 310,0,1,1043,54,17,699,85,5.1774,31.4815,1.6299,68.5185,75,447,405,134
599,1499,653,3,653 > 351 > 1499 > 599,0,1,1032,20,10,634,55,1.9380,50.0000,0.9690,50.0000,47,541,406,308
846,1012,1532,3,1532 > 500 > 1012 > 846,0,1,1026,2,0,860,39,0.1949,0.0000,0.0000,100.0000,38,1012,407,654
